"","sale.date","sales.rep","rep.sex","rep.region","rep.feedback","wine","type","cost","unit.price","units.sold","recipt","expenses","year"
"4123",2011-06-15,"Jewel Copas",1,"South",7,"Cabernet Sauvignon","red",3.624,11.96,5,59.8,6.1275,2011
"4865",2011-06-15,"Jewel Copas",1,"South",6,"Chardonnay","white",3.15,10.38,14,145.32,6.2415,2011
"5237",2011-06-15,"Lavera Mccallie",0,"South",6,"Cabernet Sauvignon","red",3.624,11.96,20,239.2,6.1465,2011
"9005",2011-06-16,"Dannette Saltsman",0,"Central",7,"Merlot","red",2.229,7,15,105,5.1,2011
"1462",2011-06-16,"Lolita Wass",0,"Central",7,"Sauvignon Blanc","white",2.697,8.56,11,94.16,4.76,2011
"5814",2011-06-16,"Virgilio Mcelligott",1,"Central",5,"Shiraz","red",6.051,19.74,16,315.84,11.36,2011
"7458",2011-06-16,"Kym Velarde",0,"East",7,"Chardonnay","white",3.15,10.5,27,283.5,6.5205,2011
"2520",2011-06-16,"Kym Velarde",0,"East",5,"Pinot Gris","white",3.741,12.47,15,187.05,7.602,2011
"6851",2011-06-16,"Kym Velarde",0,"East",7,"Pinot Gris","white",3.741,12.47,12,149.64,6.888,2011
"2043",2011-06-16,"Eura Begay",0,"North",6,"Chardonnay","white",3.15,11.45,15,171.75,6.53,2011
"4670",2011-06-16,"Eura Begay",0,"North",7,"Chardonnay","white",3.15,11.45,15,171.75,6.03,2011
"4998",2011-06-16,"Tori Hastie",0,"South",6,"Chardonnay","white",3.15,10.38,23,238.74,6.156,2011
"7037",2011-06-16,"Deloras Mcfetridge",0,"West",4,"Merlot","red",2.229,7.43,13,96.59,4.182,2011
"292",2011-06-17,"Dannette Saltsman",0,"Central",5,"Pinot Gris","white",3.741,12.04,9,108.36,5.99,2011
"5652",2011-06-17,"Nilda Hypolite",0,"Central",6,"Chardonnay","white",3.15,10.07,15,151.05,6.77,2011
"5503",2011-06-17,"Nilda Hypolite",0,"Central",8,"Merlot","red",2.229,7,18,126,4.99,2011
"9132",2011-06-17,"Nilda Hypolite",0,"Central",7,"Merlot","red",2.229,7,15,105,4.73,2011
"1747",2011-06-17,"Aiko Hamsher",0,"East",6,"Chardonnay","white",3.15,10.5,20,210,7.098,2011
"1393",2011-06-17,"Kym Velarde",0,"East",7,"Chardonnay","white",3.15,10.5,16,168,6.3315,2011
"1366",2011-06-17,"Lavera Mccallie",0,"South",7,"Merlot","red",2.229,7.31,22,160.82,4.7405,2011
"8340",2011-06-18,"Lolita Wass",0,"Central",8,"Chardonnay","white",3.15,10.07,12,120.84,5.77,2011
"6889",2011-06-18,"Lolita Wass",0,"Central",6,"Pinot Gris","white",3.741,12.04,28,337.12,7.51,2011
"7732",2011-06-18,"Virgilio Mcelligott",1,"Central",5,"Cabernet Sauvignon","red",3.624,11.65,20,233,6.74,2011
"3425",2011-06-18,"Aiko Hamsher",0,"East",4,"Chardonnay","white",3.15,10.5,15,157.5,6.069,2011
"4481",2011-06-18,"Aiko Hamsher",0,"East",6,"Shiraz","red",6.051,20.17,15,302.55,9.072,2011
"5626",2011-06-18,"Clement Arias",1,"North",4,"Merlot","red",2.229,8.38,11,92.18,4.26,2011
"9223",2011-06-18,"Bianca Suchan",0,"West",7,"Merlot","red",2.229,7.43,4,29.72,3.6516,2011
"7955",2011-06-18,"Deloras Mcfetridge",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,10,120.8,5.7222,2011
"8054",2011-06-19,"Lolita Wass",0,"Central",5,"Cabernet Sauvignon","red",3.624,11.65,5,58.25,5.36,2011
"2986",2011-06-19,"Kym Velarde",0,"East",6,"Merlot","red",2.229,7.43,26,193.18,5.5755,2011
"9401",2011-06-19,"Eura Begay",0,"North",5,"Sauvignon Blanc","white",2.697,9.94,16,159.04,5.24,2011
"3202",2011-06-20,"Shameka Mertes",0,"North",4,"Chardonnay","white",3.15,11.45,6,68.7,5.42,2011
"6751",2011-06-20,"Mamie Fullington",0,"South",7,"Pinot Gris","white",3.741,12.35,14,172.9,6.27,2011
"8833",2011-06-20,"Bianca Suchan",0,"West",7,"Chardonnay","white",3.15,10.5,10,105,5.3244,2011
"6462",2011-06-20,"Deloras Mcfetridge",0,"West",5,"Merlot","red",2.229,7.43,42,312.06,6.5178,2011
"8155",2011-06-21,"Nilda Hypolite",0,"Central",7,"Chardonnay","white",3.15,10.07,20,201.4,6.83,2011
"844",2011-06-21,"Virgilio Mcelligott",1,"Central",5,"Pinot Gris","white",3.741,12.04,14,168.56,7.54,2011
"6710",2011-06-21,"Virgilio Mcelligott",1,"Central",6,"Shiraz","red",6.051,19.74,13,256.62,9.81,2011
"198",2011-06-21,"Yolando Galicia",0,"North",6,"Chardonnay","white",3.15,11.45,21,240.45,7.07,2011
"9236",2011-06-21,"Yolando Galicia",0,"North",7,"Pinot Gris","white",3.741,13.42,13,174.46,6.27,2011
"2530",2011-06-21,"Mamie Fullington",0,"South",8,"Merlot","red",2.229,7.31,15,109.65,4.085,2011
"7345",2011-06-22,"Nilda Hypolite",0,"Central",7,"Merlot","red",2.229,7,18,126,4.87,2011
"8721",2011-06-22,"Kym Velarde",0,"East",6,"Chardonnay","white",3.15,10.5,27,283.5,6.9615,2011
"133",2011-06-22,"Tori Hastie",0,"South",7,"Merlot","red",2.229,7.31,13,95.03,3.762,2011
"2845",2011-06-22,"Lesia Belt",0,"West",6,"Pinot Gris","white",3.741,12.47,16,199.52,6.9156,2011
"8818",2011-06-22,"Vicki Kilkenny",0,"West",7,"Shiraz","red",6.051,20.17,11,221.87,8.9964,2011
"4428",2011-06-23,"Dannette Saltsman",0,"Central",4,"Chardonnay","white",3.15,10.07,13,130.91,6.02,2011
"850",2011-06-23,"Dannette Saltsman",0,"Central",6,"Pinot Gris","white",3.741,12.04,12,144.48,6.56,2011
"2811",2011-06-23,"Lolita Wass",0,"Central",4,"Pinot Gris","white",3.741,12.04,22,264.88,7.63,2011
"1781",2011-06-23,"Ben Gerry",1,"East",7,"Chardonnay","white",3.15,10.5,13,136.5,6.5205,2011
"3743",2011-06-23,"Ben Gerry",1,"East",8,"Shiraz","red",6.051,20.17,23,463.91,11.0985,2011
"686",2011-06-23,"Kym Velarde",0,"East",4,"Cabernet Sauvignon","red",3.624,12.08,9,108.72,6.7935,2011
"574",2011-06-23,"Yolando Galicia",0,"North",7,"Merlot","red",2.229,8.38,8,67.04,3.04,2011
"6506",2011-06-23,"Mamie Fullington",0,"South",5,"Merlot","red",2.229,7.31,22,160.82,5.5195,2011
"3334",2011-06-23,"Deloras Mcfetridge",0,"West",7,"Shiraz","red",6.051,20.17,11,221.87,11.9238,2011
"9997",2011-06-24,"Dannette Saltsman",0,"Central",5,"Chardonnay","white",3.15,10.07,18,181.26,5.4,2011
"3940",2011-06-24,"Lolita Wass",0,"Central",7,"Merlot","red",2.229,7,6,42,2.92,2011
"9636",2011-06-24,"Lolita Wass",0,"Central",7,"Riesling","white",2.097,6.56,4,26.24,3.18,2011
"2921",2011-06-24,"Virgilio Mcelligott",1,"Central",5,"Riesling","white",2.097,6.56,11,72.16,4.01,2011
"709",2011-06-24,"Aiko Hamsher",0,"East",6,"Merlot","red",2.229,7.43,8,59.44,4.683,2011
"3243",2011-06-24,"Jewel Copas",1,"South",6,"Cabernet Sauvignon","red",3.624,11.96,28,334.88,7.429,2011
"1395",2011-06-24,"Bianca Suchan",0,"West",5,"Merlot","red",2.229,7.43,10,74.3,3.9984,2011
"6955",2011-06-24,"Deloras Mcfetridge",0,"West",5,"Cabernet Sauvignon","red",3.624,12.08,27,326.16,7.4664,2011
"1588",2011-06-24,"Deloras Mcfetridge",0,"West",6,"Merlot","red",2.229,7.43,29,215.47,5.9466,2011
"5104",2011-06-24,"Lesia Belt",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,21,253.68,7.4664,2011
"7717",2011-06-24,"Lesia Belt",0,"West",6,"Sauvignon Blanc","white",2.697,8.99,19,170.81,5.9058,2011
"1970",2011-06-25,"Dannette Saltsman",0,"Central",6,"Chardonnay","white",3.15,10.07,13,130.91,5.52,2011
"4464",2011-06-25,"Nilda Hypolite",0,"Central",6,"Merlot","red",2.229,7,15,105,4.57,2011
"2508",2011-06-25,"Clement Arias",1,"North",5,"Chardonnay","white",3.15,11.45,17,194.65,5.95,2011
"9130",2011-06-25,"Shameka Mertes",0,"North",5,"Merlot","red",2.229,8.38,16,134.08,3.72,2011
"5115",2011-06-25,"Yolando Galicia",0,"North",6,"Sauvignon Blanc","white",2.697,9.94,11,109.34,5.49,2011
"1071",2011-06-25,"Bianca Suchan",0,"West",7,"Merlot","red",2.229,7.43,6,44.58,3.876,2011
"7096",2011-06-26,"Kym Velarde",0,"East",5,"Merlot","red",2.229,7.43,20,148.6,4.977,2011
"7579",2011-06-26,"Yolando Galicia",0,"North",6,"Chardonnay","white",3.15,11.45,9,103.05,5.28,2011
"1697",2011-06-26,"Bianca Suchan",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,10,120.8,6.3444,2011
"161",2011-06-27,"Ben Gerry",1,"East",7,"Pinot Gris","white",3.741,12.47,17,211.99,6.594,2011
"2706",2011-06-27,"Kym Velarde",0,"East",6,"Merlot","red",2.229,7.43,18,133.74,4.305,2011
"148",2011-06-27,"Clement Arias",1,"North",5,"Sauvignon Blanc","white",2.697,9.94,17,168.98,5.99,2011
"6290",2011-06-27,"Shameka Mertes",0,"North",6,"Cabernet Sauvignon","red",3.624,13.03,16,208.48,6.69,2011
"5472",2011-06-27,"Shameka Mertes",0,"North",6,"Chardonnay","white",3.15,11.45,25,286.25,6.97,2011
"8794",2011-06-27,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,9,65.79,3.7145,2011
"8000",2011-06-27,"Lavera Mccallie",0,"South",7,"Chardonnay","white",3.15,10.38,21,217.98,6.0135,2011
"1044",2011-06-27,"Deloras Mcfetridge",0,"West",5,"Merlot","red",2.229,7.43,10,74.3,3.8964,2011
"3853",2011-06-27,"Deloras Mcfetridge",0,"West",6,"Riesling","white",2.097,6.99,11,76.89,3.7434,2011
"6319",2011-06-27,"Lesia Belt",0,"West",7,"Merlot","red",2.229,7.43,19,141.17,5.0082,2011
"4792",2011-06-27,"Vicki Kilkenny",0,"West",7,"Cabernet Sauvignon","red",3.624,12.08,5,60.4,5.9976,2011
"2842",2011-06-27,"Vicki Kilkenny",0,"West",6,"Pinot Gris","white",3.741,12.47,17,211.99,7.0278,2011
"9532",2011-06-28,"Dannette Saltsman",0,"Central",6,"Riesling","white",2.097,6.56,34,223.04,5.66,2011
"6745",2011-06-28,"Kym Velarde",0,"East",5,"Merlot","red",2.229,7.43,15,111.45,5.1345,2011
"2226",2011-06-28,"Clement Arias",1,"North",5,"Cabernet Sauvignon","red",3.624,13.03,25,325.75,8.35,2011
"1473",2011-06-28,"Clement Arias",1,"North",7,"Merlot","red",2.229,8.38,32,268.16,6.04,2011
"6855",2011-06-28,"Clement Arias",1,"North",6,"Shiraz","red",6.051,21.12,29,612.48,12.36,2011
"9316",2011-06-28,"Eura Begay",0,"North",5,"Merlot","red",2.229,8.38,18,150.84,4.53,2011
"8936",2011-06-28,"Jewel Copas",1,"South",8,"Pinot Gris","white",3.741,12.35,25,308.75,6.935,2011
"7821",2011-06-28,"Lavera Mccallie",0,"South",6,"Merlot","red",2.229,7.31,18,131.58,4.0375,2011
"1068",2011-06-29,"Dannette Saltsman",0,"Central",6,"Riesling","white",2.097,6.56,20,131.2,4.82,2011
"4392",2011-06-29,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,11,81.73,4.242,2011
"9258",2011-06-29,"Ben Gerry",1,"East",5,"Chardonnay","white",3.15,10.5,25,262.5,7.4655,2011
"6705",2011-06-29,"Shameka Mertes",0,"North",5,"Shiraz","red",6.051,21.12,25,528,10.19,2011
"8221",2011-06-29,"Yolando Galicia",0,"North",8,"Cabernet Sauvignon","red",3.624,13.03,16,208.48,6.98,2011
"6975",2011-06-29,"Vicki Kilkenny",0,"West",7,"Riesling","white",2.097,6.99,13,90.87,4.0086,2011
"8109",2011-06-30,"Aiko Hamsher",0,"East",8,"Chardonnay","white",3.15,10.5,11,115.5,6.1845,2011
"7535",2011-06-30,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,35,260.05,6.3525,2011
"7914",2011-06-30,"Kym Velarde",0,"East",4,"Cabernet Sauvignon","red",3.624,12.08,31,374.48,8.022,2011
"3217",2011-06-30,"Kym Velarde",0,"East",7,"Merlot","red",2.229,7.43,7,52.01,3.717,2011
"4346",2011-06-30,"Eura Begay",0,"North",5,"Merlot","red",2.229,8.38,21,175.98,5.76,2011
"4094",2011-06-30,"Yolando Galicia",0,"North",7,"Shiraz","red",6.051,21.12,11,232.32,8.73,2011
"4294",2011-06-30,"Lavera Mccallie",0,"South",6,"Sauvignon Blanc","white",2.697,8.87,20,177.4,5.0255,2011
"413",2011-06-30,"Mamie Fullington",0,"South",5,"Pinot Gris","white",3.741,12.35,5,61.75,5.5005,2011
"9008",2011-06-30,"Bianca Suchan",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,33,398.64,7.6908,2011
"5023",2011-06-30,"Bianca Suchan",0,"West",7,"Pinot Gris","white",3.741,12.47,9,112.23,7.2726,2011
"699",2011-06-30,"Vicki Kilkenny",0,"West",6,"Chardonnay","white",3.15,10.5,12,126,5.5386,2011
"1091",2011-07-01,"Aiko Hamsher",0,"East",6,"Pinot Gris","white",3.741,12.47,15,187.05,7.728,2011
"9620",2011-07-01,"Aiko Hamsher",0,"East",8,"Pinot Gris","white",3.741,12.47,27,336.69,6.741,2011
"5561",2011-07-01,"Karry Noell",0,"East",6,"Chardonnay","white",3.15,10.5,30,315,7.4235,2011
"8045",2011-07-01,"Kym Velarde",0,"East",5,"Pinot Gris","white",3.741,12.47,37,461.39,9.1035,2011
"8091",2011-07-01,"Clement Arias",1,"North",7,"Sauvignon Blanc","white",2.697,9.94,15,149.1,5.07,2011
"7917",2011-07-01,"Eura Begay",0,"North",7,"Cabernet Sauvignon","red",3.624,13.03,19,247.57,7.03,2011
"6529",2011-07-01,"Eura Begay",0,"North",4,"Chardonnay","white",3.15,11.45,27,309.15,7.74,2011
"4838",2011-07-01,"Tori Hastie",0,"South",5,"Cabernet Sauvignon","red",3.624,11.96,17,203.32,6.65,2011
"4976",2011-07-02,"Dannette Saltsman",0,"Central",7,"Sauvignon Blanc","white",2.697,8.56,6,51.36,4.66,2011
"4122",2011-07-02,"Nilda Hypolite",0,"Central",7,"Riesling","white",2.097,6.56,21,137.76,4.64,2011
"8422",2011-07-02,"Aiko Hamsher",0,"East",6,"Merlot","red",2.229,7.43,13,96.59,4.6725,2011
"6403",2011-07-02,"Kym Velarde",0,"East",6,"Sauvignon Blanc","white",2.697,8.99,4,35.96,4.8825,2011
"3560",2011-07-02,"Shameka Mertes",0,"North",7,"Cabernet Sauvignon","red",3.624,13.03,19,247.57,6.9,2011
"8950",2011-07-02,"Jewel Copas",1,"South",7,"Pinot Gris","white",3.741,12.35,26,321.1,6.2605,2011
"1898",2011-07-02,"Deloras Mcfetridge",0,"West",4,"Cabernet Sauvignon","red",3.624,12.08,14,169.12,6.987,2011
"2491",2011-07-02,"Deloras Mcfetridge",0,"West",6,"Chardonnay","white",3.15,10.5,7,73.5,5.202,2011
"9053",2011-07-03,"Aiko Hamsher",0,"East",7,"Chardonnay","white",3.15,10.5,15,157.5,6.5625,2011
"3933",2011-07-03,"Kym Velarde",0,"East",5,"Pinot Gris","white",3.741,12.47,15,187.05,7.9275,2011
"4184",2011-07-03,"Eura Begay",0,"North",5,"Chardonnay","white",3.15,11.45,13,148.85,5.86,2011
"4304",2011-07-03,"Shameka Mertes",0,"North",6,"Merlot","red",2.229,8.38,29,243.02,5.31,2011
"8331",2011-07-03,"Shameka Mertes",0,"North",4,"Merlot","red",2.229,8.38,9,75.42,3.69,2011
"524",2011-07-03,"Lavera Mccallie",0,"South",8,"Cabernet Sauvignon","red",3.624,11.96,15,179.4,6.08,2011
"7891",2011-07-03,"Deloras Mcfetridge",0,"West",7,"Cabernet Sauvignon","red",3.624,12.08,19,229.52,6.4464,2011
"8932",2011-07-04,"Aiko Hamsher",0,"East",7,"Merlot","red",2.229,7.43,19,141.17,5.2395,2011
"6696",2011-07-04,"Ben Gerry",1,"East",5,"Shiraz","red",6.051,20.17,7,141.19,9.4815,2011
"1798",2011-07-04,"Karry Noell",0,"East",7,"Chardonnay","white",3.15,10.5,22,231,6.09,2011
"7829",2011-07-04,"Clement Arias",1,"North",3,"Chardonnay","white",3.15,11.45,17,194.65,6.33,2011
"2235",2011-07-04,"Eura Begay",0,"North",6,"Pinot Gris","white",3.741,13.42,11,147.62,6.33,2011
"7054",2011-07-04,"Eura Begay",0,"North",4,"Sauvignon Blanc","white",2.697,9.94,14,139.16,6.32,2011
"9737",2011-07-04,"Jewel Copas",1,"South",6,"Cabernet Sauvignon","red",3.624,11.96,15,179.4,6.821,2011
"8438",2011-07-04,"Lavera Mccallie",0,"South",5,"Pinot Gris","white",3.741,12.35,10,123.5,5.2915,2011
"9668",2011-07-04,"Tori Hastie",0,"South",5,"Merlot","red",2.229,7.31,12,87.72,4.3415,2011
"2521",2011-07-05,"Lolita Wass",0,"Central",5,"Merlot","red",2.229,7,36,252,6.45,2011
"9175",2011-07-05,"Nilda Hypolite",0,"Central",7,"Merlot","red",2.229,7,20,140,4.95,2011
"8386",2011-07-05,"Ben Gerry",1,"East",6,"Chardonnay","white",3.15,10.5,21,220.5,6.5415,2011
"6781",2011-07-05,"Lesia Belt",0,"West",5,"Riesling","white",2.097,6.99,17,118.83,4.5594,2011
"4368",2011-07-06,"Nilda Hypolite",0,"Central",5,"Chardonnay","white",3.15,10.07,11,110.77,5.31,2011
"5786",2011-07-06,"Aiko Hamsher",0,"East",5,"Chardonnay","white",3.15,10.5,11,115.5,6.8145,2011
"8279",2011-07-06,"Ben Gerry",1,"East",5,"Merlot","red",2.229,7.43,16,118.88,4.62,2011
"7259",2011-07-06,"Eura Begay",0,"North",7,"Merlot","red",2.229,8.38,24,201.12,4.8,2011
"5988",2011-07-07,"Dannette Saltsman",0,"Central",4,"Merlot","red",2.229,7,6,42,3.64,2011
"6029",2011-07-07,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,16,118.88,4.557,2011
"763",2011-07-07,"Ben Gerry",1,"East",5,"Chardonnay","white",3.15,10.5,6,63,5.271,2011
"925",2011-07-07,"Kym Velarde",0,"East",6,"Chardonnay","white",3.15,10.5,18,189,6.006,2011
"2942",2011-07-07,"Kym Velarde",0,"East",7,"Chardonnay","white",3.15,10.5,11,115.5,6.279,2011
"6090",2011-07-07,"Mamie Fullington",0,"South",6,"Chardonnay","white",3.15,10.38,4,41.52,4.8165,2011
"8550",2011-07-07,"Bianca Suchan",0,"West",5,"Cabernet Sauvignon","red",3.624,12.08,16,193.28,6.8442,2011
"9967",2011-07-07,"Bianca Suchan",0,"West",5,"Pinot Gris","white",3.741,12.47,11,137.17,6.7626,2011
"7804",2011-07-07,"Deloras Mcfetridge",0,"West",5,"Sauvignon Blanc","white",2.697,8.99,23,206.77,5.4774,2011
"4247",2011-07-08,"Dannette Saltsman",0,"Central",7,"Chardonnay","white",3.15,10.07,13,130.91,4.79,2011
"6947",2011-07-08,"Ben Gerry",1,"East",8,"Shiraz","red",6.051,20.17,15,302.55,9.681,2011
"3874",2011-07-08,"Karry Noell",0,"East",6,"Chardonnay","white",3.15,10.5,6,63,4.746,2011
"46",2011-07-08,"Clement Arias",1,"North",5,"Riesling","white",2.097,7.94,18,142.92,5.14,2011
"9946",2011-07-08,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,7,51.17,3.7715,2011
"2911",2011-07-08,"Lesia Belt",0,"West",7,"Chardonnay","white",3.15,10.5,10,105,5.3346,2011
"3618",2011-07-08,"Vicki Kilkenny",0,"West",5,"Pinot Gris","white",3.741,12.47,23,286.81,8.3028,2011
"2989",2011-07-09,"Aiko Hamsher",0,"East",8,"Merlot","red",2.229,7.43,10,74.3,4.6935,2011
"3883",2011-07-09,"Shameka Mertes",0,"North",8,"Chardonnay","white",3.15,11.45,17,194.65,6.52,2011
"470",2011-07-09,"Shameka Mertes",0,"North",6,"Merlot","red",2.229,8.38,24,201.12,5.58,2011
"846",2011-07-09,"Jewel Copas",1,"South",8,"Merlot","red",2.229,7.31,21,153.51,4.5125,2011
"7711",2011-07-09,"Mamie Fullington",0,"South",7,"Chardonnay","white",3.15,10.38,23,238.74,6.3365,2011
"7361",2011-07-09,"Deloras Mcfetridge",0,"West",5,"Chardonnay","white",3.15,10.5,6,63,5.6814,2011
"1701",2011-07-09,"Vicki Kilkenny",0,"West",5,"Merlot","red",2.229,7.43,14,104.02,4.59,2011
"6424",2011-07-10,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,11,81.73,4.5255,2011
"3636",2011-07-10,"Clement Arias",1,"North",7,"Merlot","red",2.229,8.38,15,125.7,4.67,2011
"7810",2011-07-10,"Clement Arias",1,"North",5,"Merlot","red",2.229,8.38,11,92.18,4.32,2011
"410",2011-07-10,"Bianca Suchan",0,"West",7,"Chardonnay","white",3.15,10.5,11,115.5,5.7018,2011
"4501",2011-07-11,"Dannette Saltsman",0,"Central",7,"Pinot Gris","white",3.741,12.04,16,192.64,6.86,2011
"8890",2011-07-11,"Dannette Saltsman",0,"Central",5,"Riesling","white",2.097,6.56,6,39.36,3.4,2011
"1559",2011-07-11,"Ben Gerry",1,"East",7,"Sauvignon Blanc","white",2.697,8.99,23,206.77,6.3,2011
"2541",2011-07-11,"Kym Velarde",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,5,60.4,6.195,2011
"3237",2011-07-11,"Eura Begay",0,"North",5,"Chardonnay","white",3.15,11.45,23,263.35,6.53,2011
"804",2011-07-11,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,10,74.3,4.029,2011
"8336",2011-07-11,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,12,89.16,4.1922,2011
"8527",2011-07-12,"Aiko Hamsher",0,"East",5,"Cabernet Sauvignon","red",3.624,12.08,17,205.36,7.329,2011
"9558",2011-07-12,"Aiko Hamsher",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,15,181.2,6.489,2011
"5041",2011-07-12,"Aiko Hamsher",0,"East",7,"Chardonnay","white",3.15,10.5,10,105,5.397,2011
"6930",2011-07-12,"Lavera Mccallie",0,"South",7,"Merlot","red",2.229,7.31,15,109.65,5.054,2011
"1470",2011-07-12,"Vicki Kilkenny",0,"West",6,"Merlot","red",2.229,7.43,10,74.3,4.3656,2011
"7519",2011-07-13,"Karry Noell",0,"East",7,"Pinot Gris","white",3.741,12.47,11,137.17,7.707,2011
"9814",2011-07-13,"Clement Arias",1,"North",7,"Sauvignon Blanc","white",2.697,9.94,18,178.92,5.98,2011
"4526",2011-07-13,"Yolando Galicia",0,"North",3,"Cabernet Sauvignon","red",3.624,13.03,11,143.33,6.18,2011
"1829",2011-07-13,"Yolando Galicia",0,"North",7,"Chardonnay","white",3.15,11.45,23,263.35,6.57,2011
"5437",2011-07-13,"Lavera Mccallie",0,"South",6,"Merlot","red",2.229,7.31,14,102.34,4.142,2011
"3019",2011-07-13,"Lavera Mccallie",0,"South",6,"Riesling","white",2.097,6.87,18,123.66,4.6265,2011
"3461",2011-07-13,"Vicki Kilkenny",0,"West",6,"Merlot","red",2.229,7.43,20,148.6,4.4778,2011
"3882",2011-07-14,"Lolita Wass",0,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,17,198.05,6.6,2011
"1338",2011-07-14,"Lolita Wass",0,"Central",6,"Sauvignon Blanc","white",2.697,8.56,14,119.84,5.83,2011
"5564",2011-07-14,"Nilda Hypolite",0,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,13,151.45,6.42,2011
"1654",2011-07-14,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,23,170.89,5.5125,2011
"6315",2011-07-14,"Aiko Hamsher",0,"East",6,"Merlot","red",2.229,7.43,16,118.88,4.746,2011
"7790",2011-07-14,"Eura Begay",0,"North",6,"Merlot","red",2.229,8.38,8,67.04,3.85,2011
"9904",2011-07-14,"Shameka Mertes",0,"North",5,"Chardonnay","white",3.15,11.45,17,194.65,6.55,2011
"5462",2011-07-14,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,30,219.3,5.7285,2011
"6704",2011-07-14,"Lavera Mccallie",0,"South",7,"Shiraz","red",6.051,20.05,14,280.7,9.785,2011
"665",2011-07-14,"Mamie Fullington",0,"South",6,"Chardonnay","white",3.15,10.38,17,176.46,6.1275,2011
"2601",2011-07-14,"Lesia Belt",0,"West",7,"Pinot Gris","white",3.741,12.47,10,124.7,7.344,2011
"2570",2011-07-15,"Dannette Saltsman",0,"Central",7,"Sauvignon Blanc","white",2.697,8.56,16,136.96,4.85,2011
"7563",2011-07-15,"Karry Noell",0,"East",7,"Riesling","white",2.097,6.99,10,69.9,3.9375,2011
"4191",2011-07-15,"Kym Velarde",0,"East",5,"Chardonnay","white",3.15,10.5,21,220.5,6.3945,2011
"427",2011-07-15,"Shameka Mertes",0,"North",6,"Pinot Gris","white",3.741,13.42,15,201.3,7.21,2011
"9667",2011-07-15,"Tori Hastie",0,"South",6,"Shiraz","red",6.051,20.05,17,340.85,9.1865,2011
"4738",2011-07-15,"Deloras Mcfetridge",0,"West",5,"Merlot","red",2.229,7.43,13,96.59,5.0184,2011
"597",2011-07-15,"Lesia Belt",0,"West",7,"Chardonnay","white",3.15,10.5,8,84,5.2632,2011
"7183",2011-07-15,"Lesia Belt",0,"West",6,"Merlot","red",2.229,7.43,16,118.88,4.6716,2011
"5553",2011-07-15,"Vicki Kilkenny",0,"West",7,"Merlot","red",2.229,7.43,9,66.87,3.8964,2011
"2975",2011-07-15,"Vicki Kilkenny",0,"West",6,"Pinot Gris","white",3.741,12.47,25,311.75,6.9054,2011
"1299",2011-07-16,"Virgilio Mcelligott",1,"Central",7,"Chardonnay","white",3.15,10.07,22,221.54,6.84,2011
"3876",2011-07-16,"Aiko Hamsher",0,"East",6,"Chardonnay","white",3.15,10.5,9,94.5,5.691,2011
"4040",2011-07-16,"Eura Begay",0,"North",7,"Sauvignon Blanc","white",2.697,9.94,13,129.22,5.93,2011
"6920",2011-07-16,"Eura Begay",0,"North",6,"Shiraz","red",6.051,21.12,13,274.56,10.84,2011
"2545",2011-07-16,"Jewel Copas",1,"South",6,"Sauvignon Blanc","white",2.697,8.87,26,230.62,6.1655,2011
"2015",2011-07-16,"Mamie Fullington",0,"South",6,"Chardonnay","white",3.15,10.38,12,124.56,5.3865,2011
"9841",2011-07-16,"Bianca Suchan",0,"West",4,"Cabernet Sauvignon","red",3.624,12.08,14,169.12,7.0992,2011
